ES_ID,Brand_Name,Model_Number,Additional_Model_Information,Cooling_Capacity_BTUperHour,Type,Reverse_Cycle,Casement_Window,Energy_Efficiency_Ratio,Combined_Energy_Efficiency_Ratio,Date_Available,Date_Certified,Markets,CB_Model_Identifier
2281623,COOL LIVING,CLYW-70C2A-M09AD,,24000,Window,No,None,,10.3,8/30/2016,10/17/2016,"United States, Canada",ES_1131297_CLYW-70C2A-M09AD_10182016053354_8834670
2253146,Coolworks,MWEUK-08CRN1-BCL0,,8000,Window,No,None,,12,11/15/2015,11/20/2015,Canada,ES_1129470_MWEUK-08CRN1-BCL0_11202015233542_2542213
2253149,Coolworks,MWEUK-10CRN1-BCL0,,10000,Window,No,None,,12,11/15/2015,11/20/2015,Canada,ES_1129470_MWEUK-10CRN1-BCL0_11202015233618_2578553
2253152,Coolworks,MWEUK-12CRN1-BCL0,,12000,Window,No,None,,12,11/15/2015,11/20/2015,Canada,ES_1129470_MWEUK-12CRN1-BCL0_11202015233658_2618628
2291081,Coolworks,MWFUK-08CRN1-BCL0,,8000,Through the Wall,No,None,,12,2/17/2017,2/17/2017,"United States, Canada",ES_1129470_MWFUK-08CRN1-BCL0_02212017034045_8445495
2272312,Crosley,CACS06B1,,6000,Window,No,None,,12.1,6/25/2016,7/11/2016,"United States, Canada",ES_92264_CACS06B1_07132016095705_3825739
2272313,Crosley,CACS08B1,,8000,Window,No,None,,12,6/25/2016,7/11/2016,"United States, Canada",ES_92264_CACS08B1_07132016095718_3838833
2272314,Crosley,CACS10B1,,10000,Window,No,None,,12,6/25/2016,7/11/2016,"United States, Canada",ES_92264_CACS10B1_07132016095740_3860775
2272315,Crosley,CACS12B1,,12000,Window,No,None,,12,6/25/2016,7/11/2016,"United States, Canada",ES_92264_CACS12B1_07132016095755_3875295
2272316,Crosley,CACS15B1,,15000,Window,No,None,,11.8,6/25/2016,7/11/2016,"United States, Canada",ES_92264_CACS15B1_07132016095809_3889541
2272317,Crosley,CACS18B2,,18000,Window,No,None,,11.8,6/25/2016,7/11/2016,"United States, Canada",ES_92264_CACS18B2_07132016095826_3906155
2272318,Crosley,CACS24B2,,24000,Window,No,None,,10.3,6/25/2016,7/11/2016,"United States, Canada",ES_92264_CACS24B2_07132016095840_3920269
2289126,Crosley,CTWMS10A1,,10000,Through the Wall,No,None,,10.6,1/21/2017,1/21/2017,"United States, Canada",ES_92264_CTWMS10A1_01232017084840_1320269
2289125,Crosley,CTWMS12A1,,12000,Through the Wall,No,None,,10.5,1/21/2017,1/21/2017,"United States, Canada",ES_92264_CTWMS12A1_01232017084852_1332941
2289128,Crosley,CTWMS12A2 (230V),,12000,Through the Wall,No,None,,10.5,1/21/2017,1/21/2017,"United States, Canada",ES_92264_CTWMS12A2 (230V)_01232017084917_1357634
2286958,Daewoo,DWC-F0868FRLE,,8000,Window,No,None,,12,12/20/2016,12/22/2016,United States,ES_1108205_DWC-F0868FRLE_12262016114103_2463793
2286959,Daewoo,DWC-F1068FRLE,,10000,Window,No,None,,12,12/20/2016,12/22/2016,United States,ES_1108205_DWC-F1068FRLE_12262016114317_2597441
2254421,Danby,DAC060EUB5*,",DAC060BBC*; DAC060BBU*; DAC060BEU*,; ,DAC060EUB7*,",6000,Window,No,None,,12.1,12/15/2015,12/4/2015,"United States, Canada",ES_31682_DAC060EUB5*_12052015034918_7358355
2254427,Danby,DAC080EUB6*,",DAC080BBC*; DAC080BBU*; DAC080BEU*,; ,DAC080ECB6*,; ,DAC080EUB7*,",8000,Window,No,None,,12,12/15/2015,12/4/2015,"United States, Canada",ES_31682_DAC080EUB6*_12052015034931_7371483
2254428,Danby,DAC100EUB4*,",DAC100ECB4*,; Room Air Conditioner,DAC100EUB4*,",10000,Window,No,None,,12,12/15/2015,12/4/2015,"United States, Canada",ES_31682_DAC100EUB4*_12052015034943_7383256
2255160,Danby,DAC120EUB6*,",DAC120BEU*,; ,DAC120ECB6*,; ,DAC120EUB7*,",12000,Window,No,None,,12,12/15/2015,12/4/2015,"United States, Canada",ES_31682_DAC120EUB6*_12052015034955_7395202
2254422,Danby,DAC150EUB2*,",DAC150BBC*; DAC150BBU*,; ,DAC150ECB2*,",15000,Window,No,None,,11.8,12/15/2015,12/4/2015,"United States, Canada",ES_31682_DAC150EUB2*_12052015035007_7407001
2287350,Danby,DAC180BBU*,,18000,Window,No,None,,11.8,12/1/2016,12/28/2016,"United States, Canada",ES_31682_DAC180BBU*_12292016090202_2122213
2287351,Danby,DAC250BBU*,,25000,Window,No,None,,10.3,12/1/2016,12/28/2016,"United States, Canada",ES_31682_DAC250BBU*_12292016090214_2134746
2286462,Emerson,EARC10RE1,,10000,Window,No,None,,12,10/30/2016,12/16/2016,United States,ES_1138039_EARC10RE1_12192016123046_0646680
2286461,Emerson,EARC12RE1,,12000,Window,No,None,,12,10/30/2016,12/16/2016,United States,ES_1138039_EARC12RE1_12192016123059_0659401
2286464,Emerson,EARC6RE1,,6000,Window,No,None,,12.1,10/30/2016,12/16/2016,United States,ES_1138039_EARC6RE1_12192016123111_0671707
2286463,Emerson,EARC8RE1,,8000,Window,No,None,,12,10/30/2016,12/16/2016,United States,ES_1138039_EARC8RE1_12192016123123_0683689
2294276,Emerson Quiet Kool,EBTC08RE1,,8000,Through the Wall,No,None,,10.6,4/12/2017,4/12/2017,"United States, Canada",ES_1138039_EBTC08RE1_04132017080901_0941722
2294275,Emerson Quiet Kool,EBTC10RE1,,10000,Through the Wall,No,None,,10.6,4/12/2017,4/12/2017,"United States, Canada",ES_1138039_EBTC10RE1_04132017080923_0963695
2307229,Emerson Quiet Kool,EBTC10RE2,,10000,Through the Wall,No,None,,10.6,12/4/2017,12/4/2017,United States,ES_1132648_EBTC10RE2_12042017115452_8492156
2294274,Emerson Quiet Kool,EBTC12RE1,,12000,Through the Wall,No,None,,10.5,4/12/2017,4/12/2017,"United States, Canada",ES_1138039_EBTC12RE1_04132017080935_0975239
2307228,Emerson Quiet Kool,EBTC12RE2,,12000,Through the Wall,No,None,,10.5,12/4/2017,12/4/2017,United States,ES_1132648_EBTC12RE2_12042017115512_8512685
2293320,Emerson Quiet Kool,E*RC10RE1,,10000,Window,No,None,,12,3/27/2017,3/27/2017,United States,ES_1138039_E*RC10RE1_03292017070658_1218927
2293319,Emerson Quiet Kool,E*RC12RE1,,12000,Window,No,None,,12,3/27/2017,3/27/2017,United States,ES_1138039_E*RC12RE1_03292017070710_1230541
2293318,Emerson Quiet Kool,E*RC15RE1,,15000,Window,No,None,,11.8,3/27/2017,3/27/2017,United States,ES_1138039_E*RC15RE1_03292017070723_1243911
2293317,Emerson Quiet Kool,E*RC18RE2,,18000,Window,No,None,,11.8,3/27/2017,3/27/2017,United States,ES_1138039_E*RC18RE2_03292017070737_1257587
2293316,Emerson Quiet Kool,E*RC22RE2,,22000,Window,No,None,,10.3,3/27/2017,3/27/2017,United States,ES_1138039_E*RC22RE2_03292017070753_1273851
2293315,Emerson Quiet Kool,E*RC24RE2,,24000,Window,No,None,,10.3,3/27/2017,3/27/2017,United States,ES_1138039_E*RC24RE2_03292017070805_1285673
2293314,Emerson Quiet Kool,E*RC6RE1,,6000,Window,No,None,,12.1,3/27/2017,3/27/2017,United States,ES_1138039_E*RC6RE1_03292017070818_1298279
2293321,Emerson Quiet Kool,E*RC8RE1,,8000,Window,No,None,,12,3/27/2017,3/27/2017,United States,ES_1138039_E*RC8RE1_03292017070830_1310051
2254410,Friedrich,CP06G10B,,6000,Window,No,None,,12.1,12/1/2015,12/3/2015,"United States, Canada",ES_31705_CP06G10B_12052015035026_7426136
2255618,Friedrich,CP08G10B,,8000,Window,No,None,,12,12/15/2015,12/29/2015,"United States, Canada",ES_31705_CP08G10B_12292015074921_5361962
2253961,Friedrich,CP10G10B,,10000,Window,No,None,,12,11/20/2015,11/25/2015,"United States, Canada",ES_31705_CP10G10B_11282015001814_9894258
2257818,Friedrich,CP12G10B,,12000,Window,No,None,,12,1/15/2016,2/3/2016,"United States, Canada",ES_31705_CP12G10B_02042016075006_2206357
2255619,Friedrich,CP15G10B,,15500,Window,No,None,,11.8,12/15/2015,12/29/2015,"United States, Canada",ES_31705_CP15G10B_12292015074904_5344046
2257820,Friedrich,CP18G30B,,19000,Window,No,None,,11.8,1/30/2016,2/3/2016,"United States, Canada",ES_31705_CP18G30B_02042016075017_2217901
2285744,Friedrich,CP18G30B-A(208V),,18600,Window,No,None,,11.8,12/20/2016,12/8/2016,"United States, Canada",ES_31705_CP18G30B-A(208V)_12092016070250_6970393
2285745,Friedrich,CP18G30B-A(230V),,19000,Window,No,None,,11.8,12/20/2016,12/8/2016,"United States, Canada",ES_31705_CP18G30B-A(230V)_12092016070308_6988940
2257819,Friedrich,CP24G30B,,24000,Window,No,None,,10.3,1/15/2016,2/3/2016,"United States, Canada",ES_31705_CP24G30B_02042016075029_2229363
2285746,Friedrich,CP24G30B-A(208V),,23500,Window,No,None,,10.3,12/20/2016,12/8/2016,"United States, Canada",ES_31705_CP24G30B-A(208V)_12092016070331_7011398
2285747,Friedrich,CP24G30B-A(230V),,24000,Window,No,None,,10.3,12/20/2016,12/8/2016,"United States, Canada",ES_31705_CP24G30B-A(230V)_12092016070347_7027301
2253526,Friedrich,SL24N30C,,24000,Window,No,None,,10.3,1/15/2016,11/25/2015,"United States, Canada",ES_31705_SL24N30C_11252015064120_3680355
2253527,Friedrich,SL28N30C,,28000,Window,No,None,,9.9,12/1/2015,11/25/2015,"United States, Canada",ES_31705_SL28N30C_11252015064135_3695663
2258001,Friedrich,SM14N10,,13700,Window,No,None,,12,2/1/2016,2/5/2016,"United States, Canada",ES_31705_SM14N10_02062016033159_9519392
2253528,Friedrich,SM14N30,,13800,Window,No,None,,12,2/15/2016,11/25/2015,"United States, Canada",ES_31705_SM14N30_11252015064153_3713478
2291422,Friedrich,SM18N30C,,20000,Window,No,None,,10.3,3/16/2017,2/24/2017,"United States, Canada",ES_31705_SM18N30C_02242017222336_5016929
2291421,Friedrich,SM21N30E,,21200,Window,No,None,,10.3,3/23/2017,2/24/2017,"United States, Canada",ES_31705_SM21N30E_02242017221631_4591450
2257994,Friedrich,SQ06N10C,,5800,Window,No,None,,12.1,2/1/2016,2/5/2016,"United States, Canada",ES_31705_SQ06N10C_02062016033216_9536222
2257993,Friedrich,SQ08N10D,,8000,Window,No,None,,12,2/1/2016,2/5/2016,"United States, Canada",ES_31705_SQ08N10D_02062016033229_9549725
2253529,Friedrich,SS08N10C,,8000,Window,No,None,,12,1/15/2016,11/25/2015,"United States, Canada",ES_31705_SS08N10C_11252015064215_3735251
2253530,Friedrich,SS10N10C,,10000,Window,No,None,,12,4/15/2016,11/25/2015,"United States, Canada",ES_31705_SS10N10C_11252015064228_3748407
2257999,Friedrich,SS12N10C,,11900,Window,No,None,,12,2/1/2016,2/5/2016,"United States, Canada",ES_31705_SS12N10C_02062016033246_9566519
2253531,Friedrich,SS12N30C,,12000,Window,No,None,,12,2/15/2016,11/25/2015,"United States, Canada",ES_31705_SS12N30C_11252015064241_3761358
2256389,Friedrich,US08D10C,,8000,Through the Wall,No,None,,10.6,12/15/2015,1/8/2016,"United States, Canada",ES_31705_US08D10C_01112016082511_0711865
2286973,Friedrich,US08D10C-A,,8000,Through the Wall,No,None,,10.6,1/30/2017,12/22/2016,"United States, Canada",ES_31705_US08D10C-A_12262016115212_3132974
2257824,Friedrich,US10D10C,,9800,Through the Wall,No,None,,10.6,1/30/2016,2/3/2016,"United States, Canada",ES_31705_US10D10C_02042016075111_2271139
2286971,Friedrich,US10D10C-A,,9800,Through the Wall,No,None,,10.6,1/30/2017,12/22/2016,"United States, Canada",ES_31705_US10D10C-A_12262016115224_3144769
2257822,Friedrich,US10D30C,,9800,Through the Wall,No,None,,10.6,1/30/2016,2/3/2016,"United States, Canada",ES_31705_US10D30C_02042016075132_2292854
2286968,Friedrich,US10D30C-A(208V),,9500,Through the Wall,No,None,,10.6,1/30/2017,12/22/2016,"United States, Canada",ES_31705_US10D30C-A(208V)_12262016115238_3158430
2286969,Friedrich,US10D30C-A(230V),,9800,Through the Wall,No,None,,10.6,1/30/2017,12/22/2016,"United States, Canada",ES_31705_US10D30C-A(230V)_12262016115251_3171786
2257998,Friedrich,US12D10C,,11800,Through the Wall,No,None,,10.5,1/30/2016,2/5/2016,"United States, Canada",ES_31705_US12D10C_02062016033348_9628201
2286965,Friedrich,US12D10C-A,,11800,Through the Wall,No,None,,10.5,1/30/2017,12/22/2016,"United States, Canada",ES_31705_US12D10C-A_12262016115302_3182867
2257996,Friedrich,US12D30C,,11800,Through the Wall,No,None,,10.5,1/30/2016,2/5/2016,"United States, Canada",ES_31705_US12D30C_02062016033412_9652967
2286962,Friedrich,US12D30C-A(208V),,11500,Through the Wall,No,None,,10.5,1/30/2017,12/22/2016,"United States, Canada",ES_31705_US12D30C-A(208V)_12262016115331_3211268
2286963,Friedrich,US12D30C-A(230V),,11800,Through the Wall,No,None,,10.5,1/30/2017,12/22/2016,"United States, Canada",ES_31705_US12D30C-A(230V)_12262016115342_3222515
2253532,Friedrich,WS08D10A,,8000,Through the Wall,No,None,,10.6,1/15/2016,11/25/2015,"United States, Canada",ES_31705_WS08D10A_11252015064253_3773526
2253533,Friedrich,WS10D30A,,10000,Through the Wall,No,None,,10.6,3/1/2016,11/25/2015,"United States, Canada",ES_31705_WS10D30A_11252015064346_3826956
2253534,Friedrich,YL24N35C,,24000,Window,Yes,None,,10.2,1/15/2016,11/25/2015,"United States, Canada",ES_31705_YL24N35C_11252015064357_3837679
2258000,Friedrich,YM18N34C,,18000,Window,Yes,None,,10.8,2/1/2016,2/5/2016,"United States, Canada",ES_31705_YM18N34C_02062016033302_9582016
2253535,Friedrich,YS10N10C,,10000,Window,Yes,None,,10.8,12/1/2015,11/25/2015,"United States, Canada",ES_31705_YS10N10C_11252015064410_3850385
2253536,Friedrich,YS12N33C,,12000,Window,Yes,None,,11,2/15/2016,11/25/2015,"United States, Canada",ES_31705_YS12N33C_11252015064420_3860853
2251274,Frigidaire,FFRE0533S1,",FFRE05W3S1,",5000,Window,No,None,,12.1,10/19/2015,10/19/2015,"United States, Canada",ES_1021080_FFRE0533S1_10232015144826_5782586
2306773,Frigidaire,FFRE0533U1E,",FFRE0533U1,",5200,Window,No,None,,12.1,11/15/2017,11/24/2017,"United States, Canada",ES_1021080_FFRE0533U1E_11242017102401_9041261
2251275,Frigidaire,FFRE0633S1,",FFRE06L3S1,; ,FFRE06W3S1,",6000,Window,No,None,,12.1,10/19/2015,10/19/2015,"United States, Canada",ES_1021080_FFRE0633S1_10232015145058_908166
2306791,Frigidaire,FFRE0633U1E,",FFRE0633U1,",6000,Window,No,None,,12.1,11/15/2017,11/24/2017,"United States, Canada",ES_1021080_FFRE0633U1E_11242017102428_9068895
2251276,Frigidaire,FFRE0833S1,",FFRE08L3S1,; ,FFRE08W3S1,",8000,Window,No,None,,12,10/19/2015,10/19/2015,"United States, Canada",ES_1021080_FFRE0833S1_10232015145312_8341485
2306774,Frigidaire,FFRE0833U1E,",FFRE0833U1,",8000,Window,No,None,,12,11/15/2017,11/24/2017,"United States, Canada",ES_1021080_FFRE0833U1E_11242017102448_9088551
2251277,Frigidaire,FFRE1033S1,",FFRE1033S1A,; ,FFRE10L3S1,; ,FFRE10W3S1,; ,FGRC1044T1,",10000,Window,No,None,,12,10/19/2015,10/19/2015,"United States, Canada",ES_1021080_FFRE1033S1_10232015145641_4173547
2306771,Frigidaire,FFRE1033U1E,",FFRE1033U1,",10200,Window,No,None,,12,11/15/2017,11/24/2017,"United States, Canada",ES_1021080_FFRE1033U1E_11242017102502_9102509
2251278,Frigidaire,FFRE1233S1,",FFRE1233S1A,; ,FFRE12L3S1,; ,FFRE12W3S1,; ,FGRC1244T1,",12000,Window,No,None,,12,10/19/2015,10/19/2015,"United States, Canada",ES_1021080_FFRE1233S1_10232015145833_5795556
2306792,Frigidaire,FFRE1233U1E,",FFRE1233U1,",12100,Window,No,None,,12,11/15/2017,11/24/2017,"United States, Canada",ES_1021080_FFRE1233U1E_11242017102521_9121763
2251259,Frigidaire,FFRE1533S1,",FFRE15L3S1,",15100,Window,No,None,,11.8,10/26/2015,10/27/2015,United States,ES_1021080_FFRE1533S1_10262015154007_7681848
2306785,Frigidaire,FFRE1533U1E,",FFRE1533U1,",15000,Window,No,None,,11.8,11/15/2017,11/24/2017,"United States, Canada",ES_1021080_FFRE1533U1E_11242017102534_9134567
2251266,Frigidaire,FFRE1833S2,",FFRE18L3S2,",18000,Window,No,None,,11.8,10/26/2015,10/27/2015,United States,ES_1021080_FFRE1833S2_10262015154919_6064264
2306780,Frigidaire,FFRE1833U2E,",FFRE1833U2,",18000,Window,No,None,,11.8,11/15/2017,11/24/2017,"United States, Canada",ES_1021080_FFRE1833U2E_11242017102547_9147622
2251267,Frigidaire,FFRE2233S2,,22000,Window,No,None,,10.3,10/26/2015,10/27/2015,United States,ES_1021080_FFRE2233S2_10262015160150_2154962
2289414,GE,AEM24DV*#,",AEH24DV*#,; ,AEH24DX*#,; ,AEL24DV*#,; ,AEL24DX*#,; ,AEM24DX*#,; ,AHS24DX*#,",24000,Window,No,None,,10.3,1/23/2017,1/26/2017,United States,ES_1123206_AEM24DV*#_01242017135441_897333
2287788,GE,AHH06LW*#,",AHM06LW*#,",6150,Window,No,None,,12.1,12/16/2016,1/5/2017,United States,ES_1123206_AHH06LW*#_11242016102431_9132501
2288970,GE,AHH08LW*#,",AHM08LW*#,; ,AHS08LX*#,",8000,Window,No,None,,12,1/9/2016,10/14/2016,United States,ES_1123206_AHH08LW*#_01122017135506_2652093
2287790,GE,AHH10AW*#,",AHM10AW*#,; ,AHS10AX*#,",10000,Window,No,None,,12,12/16/2016,1/1/2017,United States,ES_1123206_AHH10AW*#_12162016143858_4645349
2287792,GE,AHH12AW*#,",AHM12AW*#,; ,AHS12AX*#,",11600,Window,No,None,,12,12/16/2016,1/1/2017,United States,ES_1123206_AHH12AW*#_12162016144138_8417322
2287800,GE,AHH18DW*#,",AHM18DW*#,",18000,Window,No,None,,11.8,12/16/2016,1/5/2017,United States,ES_1123206_AHH18DW*#_12162016111529_8906823
2287802,GE,AHH24DW*#,",AHM24DW*#,",23500,Window,No,None,,10.3,12/16/2016,1/5/2017,United States,ES_1123206_AHH24DW*#_12162016111236_1010553
2287803,GE,AHM05LW*#,,5500,Window,No,None,,12.1,12/16/2016,1/5/2017,United States,ES_1123206_AHM05LW*#_12162016110308_7168924
2287799,GE,AHM15AW*#,,15000,Window,No,None,,11.8,12/16/2016,1/5/2017,United States,ES_1123206_AHM15AW*#_12162016111758_0410298
2263640,GE,AJCQ06LCG**,,6600,Through the Wall,No,None,,11,4/8/2016,3/29/2016,United States,ES_1123206_AJCQ06LCG**_03282016163611_7895776
2263641,GE,AJCQ08ACG**,",AJCM08ACG**,",8400,Through the Wall,No,None,,10.6,4/8/2016,3/29/2016,United States,ES_1123206_AJCQ08ACG**_03282016171427_5821954
2263642,GE,AJCQ09DCG**,,9400,Through the Wall,No,None,,10.6,4/8/2016,3/29/2016,United States,ES_1123206_AJCQ09DCG**_03292016101839_6748010
2263645,GE,AJCQ10ACG**,",AJCM10ACG**,",10200,Through the Wall,No,None,,10.6,4/8/2016,3/29/2016,United States,ES_1123206_AJCQ10ACG**_03292016110851_7454950
2263644,GE,AJCQ10DCG**,",AJCM10DCG**,",10100,Through the Wall,No,None,,10.6,4/8/2016,3/29/2016,United States,ES_1123206_AJCQ10DCG**_03292016105815_8072168
2263646,GE,AJCQ12ACG**,,12000,Through the Wall,No,None,,10.5,4/8/2016,3/29/2016,United States,ES_1123206_AJCQ12ACG**_03292016111430_7467462
2263643,GE,AJCQ12DCG**,",AJCM12DCG**,",12000,Through the Wall,No,None,,10.5,4/8/2016,3/29/2016,United States,ES_1123206_AJCQ12DCG**_03292016103303_4502679
2291788,Global Industrial,246540,,8000,Through the Wall,No,None,,10.6,2/22/2017,2/22/2017,"United States, Canada",ES_1131132_246540_06292015090825_8905979
2291789,Global Industrial,246541,,12000,Through the Wall,No,None,,10.5,2/22/2017,2/22/2017,"United States, Canada",ES_1131132_246541_06292015090900_8940758
2291790,Global Industrial,292458,,8000,Window,No,None,,12,2/22/2017,2/22/2017,"United States, Canada",ES_1131132_292458_06292015090634_8794810
2291787,Global Industrial,292459,,12000,Window,No,None,,12,2/22/2017,2/22/2017,"United States, Canada",ES_1131132_292459_06292015090707_8827496
2291791,Global Industrial,292461,,8000,Window,No,Casement-slider,,11.4,2/22/2017,2/22/2017,"United States, Canada",ES_1131132_292461_06292015090743_8863370
2286696,GREE,GJC05BK-A3NRND2C,,5200,Through the Wall,Yes,None,,12.1,12/25/2016,12/8/2016,"United States, Canada",ES_1105164_GJC05BK-A3NRND2C_12152016114925_70111505
2286697,GREE,GJC05BK-A3NRNE2C,,5200,Through the Wall,Yes,None,,12.1,12/25/2016,12/8/2016,"United States, Canada",ES_1105164_GJC05BK-A3NRNE2C_12152016114925_70111505
2282864,GREE,GJC05BK-A3NRNF2C,,5200,Through the Wall,Yes,None,,12.1,11/1/2016,10/31/2016,"United States, Canada",ES_1105164_GJC05BK-A3NRNF2C_11012016113711_70102620
2252891,GREE,GJC06BK-A3NRNE2L,",G16-6ESVWAC,; ,G17-6ESCWAC1,; ,GJC06BK-A3NRNC5L,; ,GJC06BK-A3NRND2L,; ,GJC06BK-A3NRNF2L,; ,GJC06BK-A3NRNH1M,",6050,Window,No,None,,12.1,11/15/2015,11/11/2015,"United States, Canada",ES_1105164_GJC06BK-A3NRNE2L_11122015061945_9185424
2281409,GREE,GJC06BK-A3NRNF2P,",G17-6ESCWAC,; ,GJC06BK-A3NRNC5P,; ,GJC06BK-A3NRND2P,; ,GJC06BK-A3NRNE2P,; ,GJC06BK-A3NRNH1A,",6050,Window,No,None,,12.1,10/1/2016,10/13/2016,"United States, Canada",ES_1105164_GJC06BK-A3NRNF2P_10132016094601_1961089
